Compound	HMDB	KEGG	High.Confidence.Annotation	Compound.Name	Retention.Time	m.z	Cluster..if.DA.	Putative.Chemical.Class	Adduct
C8-pos_Cluster_1958: NA	NA	NA	TRUE	NA	6.269536	810.495089	NA	NA	NA
C8-pos_Cluster_1959: NA	NA	NA	TRUE	NA	6.450371	810.49441	NA	NA	NA
C8-pos_Cluster_1962: NA	NA	NA	TRUE	NA	12.296607	811.75221	NA	NA	NA
C8-pos_Cluster_1964: NA	NA	NA	TRUE	NA	6.642255	812.511281	NA	NA	NA
C8-pos_Cluster_1967: NA	NA	NA	TRUE	NA	12.611678	813.767741	NA	NA	NA
C8-pos_Cluster_1968: NA	NA	NA	TRUE	NA	6.825189	814.529891	NA	NA	NA
C8-pos_Cluster_1969: NA	NA	NA	TRUE	NA	10.32599	814.670481	NA	1-(1Z-alkenyl),2-acylglycerophosphoethanolamines	NA
C8-pos_Cluster_1971: NA	NA	NA	TRUE	NA	8.79309	816.617921	NA	NA	NA
C8-pos_Cluster_1974: NA	NA	NA	TRUE	NA	10.883756	818.613392	NA	NA	NA
C8-pos_Cluster_1975: NA	NA	NA	TRUE	NA	10.326692	819.626574	NA	NA	NA
C8-pos_Cluster_1978: NA	NA	NA	TRUE	NA	7.223983	820.532987	NA	NA	NA
C8-pos_Cluster_1982: NA	NA	NA	TRUE	NA	6.837618	822.504712	NA	NA	NA
C8-pos_Cluster_1983: NA	NA	NA	TRUE	NA	7.027862	822.480693	NA	NA	NA
C8-pos_Cluster_1986: NA	NA	NA	TRUE	NA	9.879001	823.639624	NA	NA	NA
C8-pos_Cluster_1990: NA	NA	NA	TRUE	NA	9.321879	824.659134	NA	NA	NA
C8-pos_Cluster_1991: NA	NA	NA	TRUE	NA	10.849452	824.752102	NA	NA	NA
C8-pos_Cluster_1993: NA	NA	NA	TRUE	NA	9.07214	824.661623	NA	NA	NA
C8-pos_Cluster_1998: NA	NA	NA	TRUE	NA	8.925356	828.522217	NA	NA	NA
C8-pos_Cluster_1999: NA	NA	NA	TRUE	NA	9.339302	828.686077	NA	1-acyl,2-(1Z-alkenyl)-glycerophosphocholines	NA
C8-pos_Cluster_2000: NA	NA	NA	TRUE	NA	4.360385	829.556483	NA	NA	NA
C8-pos_Cluster_2002: NA	NA	NA	TRUE	NA	10.870087	829.725875	NA	Triacylglycerols	NA
C8-pos_Cluster_2005: NA	NA	NA	TRUE	NA	4.358452	830.05804	NA	NA	NA
C8-pos_Cluster_2006: NA	NA	NA	TRUE	NA	9.070774	830.650835	NA	NA	NA
C8-pos_Cluster_2007: NA	NA	NA	TRUE	NA	9.732892	830.708773	NA	NA	NA
C8-pos_Cluster_2008: NA	NA	NA	TRUE	NA	5.282163	831.395019	NA	NA	NA
C8-pos_Cluster_2009: NA	NA	NA	TRUE	NA	12.263137	831.723571	NA	NA	NA
C8-pos_Cluster_2010: NA	NA	NA	TRUE	NA	10.471867	832.240248	NA	Flavonoids	NA
C8-pos_Cluster_2012: NA	NA	NA	TRUE	NA	9.215159	833.651223	NA	NA	NA
C8-pos_Cluster_2013: NA	NA	NA	TRUE	NA	9.236909	834.21882	NA	NA	NA
C8-pos_Cluster_2014: NA	NA	NA	TRUE	NA	10.471436	834.238307	NA	NA	NA
C8-pos_Cluster_2015: NA	NA	NA	TRUE	NA	7.477261	834.54362	NA	NA	NA
C8-pos_Cluster_2017: NA	NA	NA	TRUE	NA	5.680675	835.427866	NA	NA	NA
C8-pos_Cluster_2018: NA	NA	NA	TRUE	NA	9.164164	835.62454	NA	NA	NA
C8-pos_Cluster_2020: NA	NA	NA	TRUE	NA	9.908544	835.641715	NA	NA	NA
C8-pos_Cluster_2021: NA	NA	NA	TRUE	NA	9.389852	836.657954	NA	1-benzopyrans	NA
C8-pos_Cluster_2024: NA	NA	NA	TRUE	NA	10.045419	837.656967	NA	Stigmastanes and derivatives	NA
C8-pos_Cluster_2025: NA	NA	NA	TRUE	NA	12.381174	837.767459	NA	NA	NA
C8-pos_Cluster_2026: NA	NA	NA	TRUE	NA	8.462876	838.505649	NA	NA	NA
C8-pos_Cluster_2027: NA	NA	NA	TRUE	NA	8.808028	838.637213	NA	NA	NA
C8-pos_Cluster_2028: NA	NA	NA	TRUE	NA	9.522345	838.672936	NA	NA	NA
C8-pos_Cluster_2029: NA	NA	NA	TRUE	NA	6.135459	839.458402	NA	NA	NA
C8-pos_Cluster_2031: NA	NA	NA	TRUE	NA	8.373273	839.622391	NA	NA	NA
C8-pos_Cluster_2032: NA	NA	NA	TRUE	NA	11.513877	839.710247	NA	NA	NA
C8-pos_Cluster_2033: NA	NA	NA	TRUE	NA	12.685094	839.783731	NA	NA	NA
C8-pos_Cluster_2034: NA	NA	NA	TRUE	NA	4.356064	840.547299	NA	NA	NA
C8-pos_Cluster_2035: NA	NA	NA	TRUE	NA	8.964047	840.652917	NA	NA	NA
C8-pos_Cluster_2036: NA	NA	NA	TRUE	NA	10.755196	841.631636	NA	NA	NA
C8-pos_Cluster_2037: NA	NA	NA	TRUE	NA	10.868427	841.617027	NA	NA	NA
C8-pos_Cluster_2038: NA	NA	NA	TRUE	NA	13.138017	841.744257	NA	NA	NA
C8-pos_Cluster_2039: NA	NA	NA	TRUE	NA	13.137976	842.24409	NA	NA	NA
C8-pos_Cluster_2041: NA	NA	NA	TRUE	NA	9.018787	844.686303	NA	NA	NA
C8-pos_Cluster_2042: NA	NA	NA	TRUE	NA	9.247239	844.687517	NA	NA	NA
C8-pos_Cluster_2043: NA	NA	NA	TRUE	NA	11.85771	845.698146	NA	NA	NA
C8-pos_Cluster_2044: NA	NA	NA	TRUE	NA	3.76275	846.4426	NA	NA	NA
C8-pos_Cluster_2045: NA	NA	NA	TRUE	NA	9.385429	846.699252	NA	Phosphatidylcholines	NA
C8-pos_Cluster_2047: NA	NA	NA	TRUE	NA	9.730941	847.643736	NA	NA	NA
C8-pos_Cluster_2049: NA	NA	NA	TRUE	NA	11.034648	847.765362	NA	NA	NA
C8-pos_Cluster_2050: NA	NA	NA	TRUE	NA	7.528323	847.730517	NA	NA	NA
C8-pos_Cluster_2052: NA	NA	NA	TRUE	NA	7.688271	848.564916	NA	NA	NA
C8-pos_Cluster_2053: NA	NA	NA	TRUE	NA	8.335906	848.537352	NA	NA	NA
C8-pos_Cluster_2054: NA	NA	NA	TRUE	NA	11.440677	848.760388	NA	NA	NA
C8-pos_Cluster_2057: NA	NA	NA	TRUE	NA	9.994545	849.659157	NA	NA	NA
C8-pos_Cluster_2059: NA	NA	NA	TRUE	NA	8.483933	850.250703	NA	NA	NA
C8-pos_Cluster_2060: NA	NA	NA	TRUE	NA	8.644516	850.554561	NA	NA	NA
C8-pos_Cluster_2065: NA	NA	NA	TRUE	NA	3.763869	851.397293	NA	NA	NA
C8-pos_Cluster_2066: NA	NA	NA	TRUE	NA	4.360516	851.537852	NA	NA	NA
C8-pos_Cluster_2067: NA	NA	NA	TRUE	NA	5.478392	851.638116	NA	NA	NA
C8-pos_Cluster_2068: NA	NA	NA	TRUE	NA	10.26477	851.674067	NA	NA	NA
C8-pos_Cluster_2070: NA	NA	NA	TRUE	NA	7.720252	851.761468	NA	NA	NA
C8-pos_Cluster_2072: NA	NA	NA	TRUE	NA	9.026463	852.652808	NA	NA	NA
C8-pos_Cluster_2073: NA	NA	NA	TRUE	NA	9.731587	852.690909	NA	NA	NA
C8-pos_Cluster_2076: NA	NA	NA	TRUE	NA	9.180014	854.669395	NA	NA	NA
C8-pos_Cluster_2077: NA	NA	NA	TRUE	NA	9.981763	854.698835	NA	1-alkyl,2-acylglycero-3-phosphocholines	NA
C8-pos_Cluster_2080: NA	NA	NA	TRUE	NA	11.531888	855.747764	NA	NA	NA
C8-pos_Cluster_2082: NA	NA	NA	TRUE	NA	12.229135	855.74299799999994	NA	NA	NA
C8-pos_Cluster_2084: NA	NA	NA	TRUE	NA	11.296138	856.624582	NA	NA	NA
C8-pos_Cluster_2085: NA	NA	NA	TRUE	NA	9.906551	856.70439	NA	NA	NA
C8-pos_Cluster_2086: NA	NA	NA	TRUE	NA	5.478668	857.655384	NA	Phenylalanine and derivatives	NA
C8-pos_Cluster_2087: NA	NA	NA	TRUE	NA	11.777812	857.760214	NA	Triacylglycerols	NA
C8-pos_Cluster_2090: NA	NA	NA	TRUE	NA	11.367795	858.754869	NA	NA	NA
C8-pos_Cluster_2091: NA	NA	NA	TRUE	NA	9.646609	859.645585	NA	NA	NA
C8-pos_Cluster_2092: NA	NA	NA	TRUE	NA	9.767524	859.64268	NA	NA	NA
C8-pos_Cluster_2095: NA	NA	NA	TRUE	NA	10.422901	860.733151	NA	NA	NA
C8-pos_Cluster_2097: NA	NA	NA	TRUE	NA	9.89963	861.657482	NA	NA	NA
C8-pos_Cluster_2098: NA	NA	NA	TRUE	NA	11.202827	861.695045	NA	NA	NA
C8-pos_Cluster_2100: NA	NA	NA	TRUE	NA	10.774636	862.783804	NA	NA	NA
C8-pos_Cluster_2101: NA	NA	NA	TRUE	NA	10.862033	862.783445	NA	NA	NA
C8-pos_Cluster_2103: NA	NA	NA	TRUE	NA	10.16492	863.674138	NA	NA	NA
C8-pos_Cluster_2104: NA	NA	NA	TRUE	NA	11.359587	863.713321	NA	NA	NA
C8-pos_Cluster_2106: NA	NA	NA	TRUE	NA	8.874425	864.644126	NA	Phosphatidylcholines	NA
C8-pos_Cluster_2108: NA	NA	NA	TRUE	NA	11.035154	864.800253	NA	NA	NA
C8-pos_Cluster_2109: NA	NA	NA	TRUE	NA	11.135039	864.799835	NA	NA	NA
C8-pos_Cluster_2110: NA	NA	NA	TRUE	NA	8.512441	865.636859	NA	NA	NA
C8-pos_Cluster_2111: NA	NA	NA	TRUE	NA	10.427589	865.692681	NA	NA	NA
C8-pos_Cluster_2112: NA	NA	NA	TRUE	NA	12.408793	865.762322	NA	NA	NA
C8-pos_Cluster_2114: NA	NA	NA	TRUE	NA	9.912158	866.703622	NA	NA	NA
C8-pos_Cluster_2115: NA	NA	NA	TRUE	NA	11.595327	866.73337	NA	NA	NA
C8-pos_Cluster_2116: NA	NA	NA	TRUE	NA	11.455122	867.694081	NA	NA	NA
C8-pos_Cluster_2120: NA	NA	NA	TRUE	NA	10.465525	869.721944	NA	NA	NA
C8-pos_Cluster_2121: NA	NA	NA	TRUE	NA	11.691458	869.703156	NA	NA	NA
C8-pos_Cluster_2122: NA	NA	NA	TRUE	NA	11.765678	869.735048	NA	NA	NA
C8-pos_Cluster_2123: NA	NA	NA	TRUE	NA	11.052703	870.748399	NA	NA	NA
C8-pos_Cluster_2127: NA	NA	NA	TRUE	NA	9.529839	871.57171	NA	NA	NA
C8-pos_Cluster_2129: NA	NA	NA	TRUE	NA	12.006095	871.747593	NA	NA	NA
C8-pos_Cluster_2131: NA	NA	NA	TRUE	NA	5.128136	872.369089	NA	NA	NA
C8-pos_Cluster_2133: NA	NA	NA	TRUE	NA	11.940004	872.735293	NA	NA	NA
C8-pos_Cluster_2135: NA	NA	NA	TRUE	NA	8.496552	874.55539	NA	NA	NA
C8-pos_Cluster_2137: NA	NA	NA	TRUE	NA	9.670156	875.62948	NA	NA	NA
C8-pos_Cluster_2139: NA	NA	NA	TRUE	NA	8.796013	876.569476	NA	NA	NA
C8-pos_Cluster_2144: NA	NA	NA	TRUE	NA	7.635292	878.620099	NA	NA	NA
C8-pos_Cluster_2145: NA	NA	NA	TRUE	NA	9.083446	878.586398	NA	NA	NA
C8-pos_Cluster_2148: NA	NA	NA	TRUE	NA	13.610405	879.254583	NA	NA	NA
C8-pos_Cluster_2150: NA	NA	NA	TRUE	NA	9.44508	880.683939	NA	Phosphatidylethanolamines	NA
C8-pos_Cluster_2152: NA	NA	NA	TRUE	NA	10.987528	880.722641	NA	1-alkyl,2-acylglycero-3-phosphocholines	NA
C8-pos_Cluster_2157: NA	NA	NA	TRUE	NA	12.771088	881.767957	NA	NA	NA
C8-pos_Cluster_2159: NA	NA	NA	TRUE	NA	10.980387	882.733607	NA	1-alkyl,2-acylglycero-3-phosphocholines	NA
C8-pos_Cluster_2160: NA	NA	NA	TRUE	NA	11.204521	882.740631	NA	NA	NA
C8-pos_Cluster_2164: NA	NA	NA	TRUE	NA	8.846894	885.551259	NA	Phosphatidylinositols	NA
C8-pos_Cluster_2167: NA	NA	NA	TRUE	NA	11.539868	885.673341	NA	NA	NA
C8-pos_Cluster_2172: NA	NA	NA	TRUE	NA	4.749008	887.536002	NA	NA	NA
C8-pos_Cluster_2174: NA	NA	NA	TRUE	NA	10.981207	887.688548	NA	NA	NA
C8-pos_Cluster_2175: NA	NA	NA	TRUE	NA	11.249579	887.69759	NA	NA	NA
C8-pos_Cluster_2177: NA	NA	NA	TRUE	NA	10.758687	888.764326	NA	NA	NA
C8-pos_Cluster_2179: NA	NA	NA	TRUE	NA	12.16133	888.689562	NA	NA	NA
C8-pos_Cluster_2180: NA	NA	NA	TRUE	NA	12.403116	888.694499	NA	NA	NA
C8-pos_Cluster_2181: NA	NA	NA	TRUE	NA	10.670225	890.72337	NA	NA	NA
C8-pos_Cluster_2182: NA	NA	NA	TRUE	NA	10.100748	891.70561	NA	NA	NA
C8-pos_Cluster_2183: NA	NA	NA	TRUE	NA	10.548738	891.730939	NA	NA	NA
C8-pos_Cluster_2184: NA	NA	NA	TRUE	NA	11.291599	891.688624	NA	NA	NA
C8-pos_Cluster_2186: NA	NA	NA	TRUE	NA	11.71441	891.742269	NA	NA	NA
C8-pos_Cluster_2189: NA	NA	NA	TRUE	NA	10.329063	893.721072	NA	NA	NA
C8-pos_Cluster_2190: NA	NA	NA	TRUE	NA	10.751539	893.724988	NA	NA	NA
C8-pos_Cluster_2195: NA	NA	NA	TRUE	NA	9.651597	894.701163	NA	NA	NA
C8-pos_Cluster_2196: NA	NA	NA	TRUE	NA	10.554035	895.717427	NA	NA	NA
C8-pos_Cluster_2199: NA	NA	NA	TRUE	NA	12.223135	895.770898	NA	NA	NA
C8-pos_Cluster_2200: NA	NA	NA	TRUE	NA	9.764948	896.716379	NA	NA	NA
C8-pos_Cluster_2203: NA	NA	NA	TRUE	NA	11.084397	897.702158	NA	NA	NA
C8-pos_Cluster_2206: NA	NA	NA	TRUE	NA	12.10655	897.76184	NA	NA	NA
C8-pos_Cluster_2208: NA	NA	NA	TRUE	NA	9.802812	898.730086	NA	Phosphatidylcholines	NA
C8-pos_Cluster_2209: NA	NA	NA	TRUE	NA	10.463889	899.653618	NA	NA	NA
C8-pos_Cluster_2212: NA	NA	NA	TRUE	NA	7.632475	900.602429	NA	NA	NA
C8-pos_Cluster_2213: NA	NA	NA	TRUE	NA	9.968059	901.669554	NA	NA	NA
C8-pos_Cluster_2214: NA	NA	NA	TRUE	NA	10.26698	901.665423	NA	NA	NA
C8-pos_Cluster_2216: NA	NA	NA	TRUE	NA	12.614772	901.786603	NA	NA	NA
C8-pos_Cluster_2217: NA	NA	NA	TRUE	NA	7.819207	902.618665	NA	NA	NA
C8-pos_Cluster_2219: NA	NA	NA	TRUE	NA	10.981387	903.663774	NA	NA	NA
C8-pos_Cluster_2221: NA	NA	NA	TRUE	NA	11.959234	903.750928	NA	NA	NA
C8-pos_Cluster_2223: NA	NA	NA	TRUE	NA	9.805999	903.683424	NA	NA	NA
C8-pos_Cluster_2224: NA	NA	NA	TRUE	NA	10.783208	904.688059	NA	NA	NA
C8-pos_Cluster_2228: NA	NA	NA	TRUE	NA	11.0168	906.258649	NA	NA	NA
C8-pos_Cluster_2229: NA	NA	NA	TRUE	NA	9.926695	906.714256	NA	NA	NA
C8-pos_Cluster_2230: NA	NA	NA	TRUE	NA	10.75414	906.698643	NA	NA	NA
C8-pos_Cluster_2231: NA	NA	NA	TRUE	NA	10.912933	906.748151	NA	NA	NA
C8-pos_Cluster_2234: NA	NA	NA	TRUE	NA	9.772231	908.238001	NA	2,3,4-saturated fatty acyl CoAs	NA
C8-pos_Cluster_2236: NA	NA	NA	TRUE	NA	11.014093	909.257461	NA	NA	NA
C8-pos_Cluster_2238: NA	NA	NA	TRUE	NA	9.043098	909.551211	NA	NA	NA
C8-pos_Cluster_2241: NA	NA	NA	TRUE	NA	10.412714	910.749776	NA	NA	NA
C8-pos_Cluster_2244: NA	NA	NA	TRUE	NA	11.635201	912.801448	NA	NA	NA
C8-pos_Cluster_2245: NA	NA	NA	TRUE	NA	9.723131	913.690515	NA	NA	NA
C8-pos_Cluster_2247: NA	NA	NA	TRUE	NA	13.017079	913.819994	NA	NA	NA
C8-pos_Cluster_2249: NA	NA	NA	TRUE	NA	12.463275	914.702812	NA	NA	NA
C8-pos_Cluster_2250: NA	NA	NA	TRUE	NA	11.886007	914.81604	NA	NA	NA
C8-pos_Cluster_2251: NA	NA	NA	TRUE	NA	8.229336	915.601698	NA	NA	NA
C8-pos_Cluster_2253: NA	NA	NA	TRUE	NA	9.948105	915.70752	NA	NA	NA
C8-pos_Cluster_2254: NA	NA	NA	TRUE	NA	7.0815	915.740825	NA	NA	NA
C8-pos_Cluster_2256: NA	NA	NA	TRUE	NA	14.243459	915.765075	NA	NA	NA
C8-pos_Cluster_2257: NA	NA	NA	TRUE	NA	14.244078	916.263292	NA	NA	NA
C8-pos_Cluster_2258: NA	NA	NA	TRUE	NA	10.189897	917.708526	NA	NA	NA
C8-pos_Cluster_2259: NA	NA	NA	TRUE	NA	10.460124	917.714441	NA	NA	NA
C8-pos_Cluster_2260: NA	NA	NA	TRUE	NA	10.605177	917.730167	NA	NA	NA
C8-pos_Cluster_2262: NA	NA	NA	TRUE	NA	13.561285	917.803007	NA	NA	NA
C8-pos_Cluster_2263: NA	NA	NA	TRUE	NA	7.398514	918.612632	NA	NA	NA
C8-pos_Cluster_2264: NA	NA	NA	TRUE	NA	11.271767	918.809125	NA	NA	NA
C8-pos_Cluster_2265: NA	NA	NA	TRUE	NA	4.360482	919.525207	NA	Glycerophosphoinositol phosphates	NA
C8-pos_Cluster_2266: NA	NA	NA	TRUE	NA	5.476949	919.626191	NA	NA	NA
C8-pos_Cluster_2267: NA	NA	NA	TRUE	NA	9.745259	919.679081	NA	Triacylglycerols	NA
C8-pos_Cluster_2268: NA	NA	NA	TRUE	NA	10.419719	919.737623	NA	NA	NA
C8-pos_Cluster_2269: NA	NA	NA	TRUE	NA	10.855711	919.747286	NA	NA	NA
C8-pos_Cluster_2273: NA	NA	NA	TRUE	NA	10.685737	921.753242	NA	NA	NA
C8-pos_Cluster_2274: NA	NA	NA	TRUE	NA	11.102999	921.756296	NA	NA	NA
C8-pos_Cluster_2275: NA	NA	NA	TRUE	NA	11.211462	921.763345	NA	NA	NA
C8-pos_Cluster_2278: NA	NA	NA	TRUE	NA	11.483338	922.786919	NA	NA	NA
C8-pos_Cluster_2280: NA	NA	NA	TRUE	NA	10.820777	923.769556	NA	NA	NA
C8-pos_Cluster_2281: NA	NA	NA	TRUE	NA	11.013711	923.7449	NA	NA	NA
C8-pos_Cluster_2282: NA	NA	NA	TRUE	NA	11.262942	923.770715	NA	NA	NA
C8-pos_Cluster_2283: NA	NA	NA	TRUE	NA	12.152238	923.746086	NA	NA	NA
C8-pos_Cluster_2285: NA	NA	NA	TRUE	NA	9.024439	924.269919	NA	NA	NA
C8-pos_Cluster_2287: NA	NA	NA	TRUE	NA	11.005416	925.780588	NA	NA	NA
C8-pos_Cluster_2288: NA	NA	NA	TRUE	NA	11.259774	925.766013	NA	NA	NA
C8-pos_Cluster_2289: NA	NA	NA	TRUE	NA	12.407014	925.763895	NA	NA	NA
C8-pos_Cluster_2290: NA	NA	NA	TRUE	NA	12.609131	925.809029	NA	NA	NA
C8-pos_Cluster_2295: NA	NA	NA	TRUE	NA	12.684693	927.780793	NA	NA	NA
C8-pos_Cluster_2296: NA	NA	NA	TRUE	NA	12.769495	927.819311	NA	NA	NA
C8-pos_Cluster_2298: NA	NA	NA	TRUE	NA	5.277071	929.654306	NA	NA	NA
C8-pos_Cluster_2301: NA	NA	NA	TRUE	NA	11.850174	929.768192	NA	NA	NA
C8-pos_Cluster_2302: NA	NA	NA	TRUE	NA	13.012815	929.796944	NA	NA	NA
C8-pos_Cluster_2305: NA	NA	NA	TRUE	NA	12.487593	932.854732	NA	NA	NA
C8-pos_Cluster_2309: NA	NA	NA	TRUE	NA	5.669459	935.701118	NA	NA	NA
C8-pos_Cluster_2310: NA	NA	NA	TRUE	NA	6.127026	935.730974	NA	NA	NA
C8-pos_Cluster_2312: NA	NA	NA	TRUE	NA	7.816073	937.587053	NA	Glycosyldiacylglycerols	NA
C8-pos_Cluster_2314: NA	NA	NA	TRUE	NA	9.77964	938.28404	NA	NA	NA
C8-pos_Cluster_2316: NA	NA	NA	TRUE	NA	8.111863	939.601942	NA	NA	NA
C8-pos_Cluster_2317: NA	NA	NA	TRUE	NA	10.773898	939.765967	NA	NA	NA
C8-pos_Cluster_2318: NA	NA	NA	TRUE	NA	11.634901	939.813141	NA	NA	NA
C8-pos_Cluster_2320: NA	NA	NA	TRUE	NA	5.14212	940.558476	NA	NA	NA
C8-pos_Cluster_2322: NA	NA	NA	TRUE	NA	12.422843	940.718818	NA	NA	NA
C8-pos_Cluster_2323: NA	NA	NA	TRUE	NA	8.427597	941.616151	NA	NA	NA
C8-pos_Cluster_2324: NA	NA	NA	TRUE	NA	6.142714	941.748274	NA	NA	NA
C8-pos_Cluster_2325: NA	NA	NA	TRUE	NA	13.509866	941.850393	NA	Triacylglycerols	NA
C8-pos_Cluster_2327: NA	NA	NA	TRUE	NA	11.537726	945.712967	NA	NA	NA
C8-pos_Cluster_2329: NA	NA	NA	TRUE	NA	4.627475	946.77302	NA	NA	NA
C8-pos_Cluster_2330: NA	NA	NA	TRUE	NA	11.969337	947.74844	NA	NA	NA
C8-pos_Cluster_2331: NA	NA	NA	TRUE	NA	12.039771	949.742147	NA	NA	NA
C8-pos_Cluster_2332: NA	NA	NA	TRUE	NA	12.232512	949.764184	NA	NA	NA
C8-pos_Cluster_2333: NA	NA	NA	TRUE	NA	12.698601	949.820219	NA	NA	NA
C8-pos_Cluster_2335: NA	NA	NA	TRUE	NA	12.498241	951.779121	NA	NA	NA
C8-pos_Cluster_2336: NA	NA	NA	TRUE	NA	13.00042	951.83494	NA	NA	NA
C8-pos_Cluster_2337: NA	NA	NA	TRUE	NA	12.064035	952.83073	NA	NA	NA
C8-pos_Cluster_2339: NA	NA	NA	TRUE	NA	12.791591	954.798816	NA	NA	NA
C8-pos_Cluster_2340: NA	NA	NA	TRUE	NA	11.578412	955.760728	NA	NA	NA
C8-pos_Cluster_2342: NA	NA	NA	TRUE	NA	14.046093	955.84436	NA	NA	NA
C8-pos_Cluster_2344: NA	NA	NA	TRUE	NA	12.606863	956.863429	NA	NA	NA
C8-pos_Cluster_2346: NA	NA	NA	TRUE	NA	10.820351	958.713419	NA	NA	NA
C8-pos_Cluster_2347: NA	NA	NA	TRUE	NA	7.319968	959.571808	NA	NA	NA
C8-pos_Cluster_2348: NA	NA	NA	TRUE	NA	12.317289	959.805737	NA	Triacylglycerols	NA
C8-pos_Cluster_2352: NA	NA	NA	TRUE	NA	13.575829	962.909605	NA	NA	NA
C8-pos_Cluster_2353: NA	NA	NA	TRUE	NA	7.935054	963.601581	NA	NA	NA
C8-pos_Cluster_2355: NA	NA	NA	TRUE	NA	8.265228	965.616687	NA	NA	NA
C8-pos_Cluster_2356: NA	NA	NA	TRUE	NA	13.223008	965.850776	NA	Triacylglycerols	NA
C8-pos_Cluster_2357: NA	NA	NA	TRUE	NA	8.579475	967.632771	NA	NA	NA
C8-pos_Cluster_2358: NA	NA	NA	TRUE	NA	4.628796	967.749666	NA	NA	NA
C8-pos_Cluster_2359: NA	NA	NA	TRUE	NA	13.578464	967.865129	NA	Triacylglycerols	NA
C8-pos_Cluster_2364: NA	NA	NA	TRUE	NA	11.886941	973.745426	NA	NA	NA
C8-pos_Cluster_2366: NA	NA	NA	TRUE	NA	12.146437	975.761492	NA	NA	NA
C8-pos_Cluster_2367: NA	NA	NA	TRUE	NA	12.668131	975.870122	NA	NA	NA
C8-pos_Cluster_2369: NA	NA	NA	TRUE	NA	13.120381	977.850806	NA	NA	NA
C8-pos_Cluster_2370: NA	NA	NA	TRUE	NA	12.897717	979.808288	NA	NA	NA
C8-pos_Cluster_2371: NA	NA	NA	TRUE	NA	13.454939	979.866037	NA	NA	NA
C8-pos_Cluster_2372: NA	NA	NA	TRUE	NA	11.537729	980.277655	NA	NA	NA
C8-pos_Cluster_2373: NA	NA	NA	TRUE	NA	8.852201	980.725263	NA	NA	NA
C8-pos_Cluster_2374: NA	NA	NA	TRUE	NA	13.220043	981.824531	NA	NA	NA
C8-pos_Cluster_2375: NA	NA	NA	TRUE	NA	10.271722	982.255783	NA	NA	NA
C8-pos_Cluster_2376: NA	NA	NA	TRUE	NA	11.537759	982.27619	NA	NA	NA
C8-pos_Cluster_2379: NA	NA	NA	TRUE	NA	9.054955	984.696222	NA	NA	NA
C8-pos_Cluster_2380: NA	NA	NA	TRUE	NA	9.192555	986.71202	NA	NA	NA
C8-pos_Cluster_2381: NA	NA	NA	TRUE	NA	5.477126	987.613904	NA	NA	NA
C8-pos_Cluster_2382: NA	NA	NA	TRUE	NA	12.675111	987.835267	NA	Triacylglycerols	NA
C8-pos_Cluster_2383: NA	NA	NA	TRUE	NA	13.329703	987.913388	NA	NA	NA
C8-pos_Cluster_2384: NA	NA	NA	TRUE	NA	5.125087	989.564323	NA	Triterpenoids	NA
C8-pos_Cluster_2385: NA	NA	NA	TRUE	NA	13.013039	989.850777	NA	NA	NA
C8-pos_Cluster_2386: NA	NA	NA	TRUE	NA	13.257399	989.841642	NA	NA	NA
C8-pos_Cluster_2387: NA	NA	NA	TRUE	NA	13.227988	990.28255	NA	NA	NA
C8-pos_Cluster_2388: NA	NA	NA	TRUE	NA	13.231515	990.778714	NA	NA	NA
C8-pos_Cluster_2391: NA	NA	NA	TRUE	NA	13.335089	991.866111	NA	Triacylglycerols	NA
C8-pos_Cluster_2393: NA	NA	NA	TRUE	NA	9.601168	992.761065	NA	NA	NA
C8-pos_Cluster_2394: NA	NA	NA	TRUE	NA	5.478336	993.630543	NA	NA	NA
C8-pos_Cluster_2395: NA	NA	NA	TRUE	NA	13.693467	993.881183	NA	Triacylglycerols	NA
C8-pos_Cluster_2397: NA	NA	NA	TRUE	NA	13.506507	995.893195	NA	NA	NA
C8-pos_Cluster_2398: NA	NA	NA	TRUE	NA	14.189787	995.896528	NA	Triacylglycerols	NA
C8-pos_Cluster_2402: NA	NA	NA	TRUE	NA	9.508635	998.288037	NA	NA	NA
C8-pos_Cluster_2403: NA	NA	NA	TRUE	NA	9.507849	1001.287364	NA	NA	NA
C8-pos_Cluster_2404: NA	NA	NA	TRUE	NA	8.854807	1002.705984	NA	NA	NA
C8-pos_Cluster_2405: NA	NA	NA	TRUE	NA	5.669661	1003.68906	NA	NA	NA
C8-pos_Cluster_2406: NA	NA	NA	TRUE	NA	9.275575	1008.755203	NA	NA	NA
C8-pos_Cluster_2407: NA	NA	NA	TRUE	NA	6.131252	1009.737462	NA	NA	NA
C8-pos_Cluster_2408: NA	NA	NA	TRUE	NA	13.691644	1009.853625	NA	NA	NA
C8-pos_Cluster_2410: NA	NA	NA	TRUE	NA	13.61807	1011.790431	NA	NA	NA
C8-pos_Cluster_2411: NA	NA	NA	TRUE	NA	10.26507	1012.303329	NA	NA	NA
C8-pos_Cluster_2412: NA	NA	NA	TRUE	NA	9.465815	1012.727702	NA	NA	NA
C8-pos_Cluster_2413: NA	NA	NA	TRUE	NA	9.602427	1014.743323	NA	NA	NA
C8-pos_Cluster_2414: NA	NA	NA	TRUE	NA	5.172759	1015.580356	NA	Triterpenoids	NA
C8-pos_Cluster_2416: NA	NA	NA	TRUE	NA	13.483508	1017.880895	NA	NA	NA
